GO,Clust_Color,Clust_Num,sumsim,semsimsum,term,GOSlim_bin,p.value
GO:0010881,gray50,7,13.6569920335428,149.713871790738,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,transport,0.0489957276650377
GO:0035329,gray50,7,2.18081400637495,149.713871790738,hippo signaling,NA,0.0489957276650377
GO:0043268,gray50,7,8.17752523341574,149.713871790738,positive regulation of potassium ion transport,transport,0.0489957276650377
GO:0045578,gray50,7,8.55226804233011,149.713871790738,negative regulation of B cell differentiation,developmental processes,0.0213067821595928
GO:0045721,gray50,7,5.24046880312859,149.713871790738,negative regulation of gluconeogenesis,other metabolic processes,0.0352528436741845
GO:0051279,gray50,7,7.78731716084393,149.713871790738,regulation of release of sequestered calcium ion into cytosol,transport,0.0489957276650377
GO:0051924,gray50,7,8.54974338928716,149.713871790738,regulation of calcium ion transport,transport,0.042149492720218
GO:0051928,gray50,7,8.46643743603066,149.713871790738,positive regulation of calcium ion transport,transport,0.0283054009772392
GO:0060307,gray50,7,8.92829906835445,149.713871790738,regulation of ventricular cardiac muscle cell membrane repolarization,other biological processes,0.042149492720218
GO:0061052,gray50,7,9.51301874642507,149.713871790738,negative regulation of cell growth involved in cardiac muscle cell development,NA,0.042149492720218
GO:0070528,gray50,7,2.18081400637495,149.713871790738,protein kinase C signaling,signal transduction,0.042149492720218
GO:0071672,gray50,7,5.5120580199227,149.713871790738,negative regulation of smooth muscle cell chemotaxis,NA,0.0352528436741845
GO:0086004,gray50,7,10.8204725503063,149.713871790738,regulation of cardiac muscle cell contraction,NA,0.042149492720218
GO:1901018,gray50,7,8.71483936351985,149.713871790738,positive regulation of potassium ion transmembrane transporter activity,NA,0.0352528436741845
GO:1901019,gray50,7,8.1640043185038,149.713871790738,regulation of calcium ion transmembrane transporter activity,NA,0.0283054009772392
GO:1901021,gray50,7,8.7675087638279,149.713871790738,positive regulation of calcium ion transmembrane transporter activity,NA,0.0283054009772392
GO:2000325,gray50,7,4.94386770447724,149.713871790738,regulation of ligand-dependent nuclear receptor transcription coactivator activity,NA,0.0142566018084177
GO:2000393,gray50,7,4.49228949304018,149.713871790738,negative regulation of lamellipodium morphogenesis,NA,0.0283054009772392
GO:2000394,gray50,7,6.9725416904883,149.713871790738,positive regulation of lamellipodium morphogenesis,NA,0.0213067821595928
GO:2001259,gray50,7,8.09259196054375,149.713871790738,positive regulation of cation channel activity,NA,0.042149492720218
GO:0000400,red,2,4.61861486251249,98.191063580497,four-way junction DNA binding,nucleic acid binding activity,0.0283054009772392
GO:0003785,red,2,5.10561679577207,98.191063580497,actin monomer binding,cytoskeletal activity,0.00181965456287987
GO:0003941,red,2,5.272900242005,98.191063580497,L-serine ammonia-lyase activity,other molecular function,0.0352528436741845
GO:0004419,red,2,5.18760363632226,98.191063580497,hydroxymethylglutaryl-CoA lyase activity,other molecular function,0.0142566018084177
GO:0004719,red,2,5.18760363632226,98.191063580497,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,other molecular function,0.0142566018084177
GO:0004743,red,2,5.18760363632226,98.191063580497,pyruvate kinase activity,kinase activity,0.042149492720218
GO:0004794,red,2,5.272900242005,98.191063580497,L-threonine ammonia-lyase activity,other molecular function,0.0283054009772392
GO:0005521,red,2,4.72868916903212,98.191063580497,lamin binding,other molecular function,0.0283054009772392
GO:0008301,red,2,4.61861486251249,98.191063580497,DNA binding; bending,nucleic acid binding activity,0.0352528436741845
GO:0008420,red,2,5.27448215980304,98.191063580497,CTD phosphatase activity,other molecular function,0.0213067821595928
GO:0008810,red,2,5.27448215980304,98.191063580497,cellulase activity,other molecular function,0.042149492720218
GO:0016603,red,2,5.18760363632226,98.191063580497,glutaminyl-peptide cyclotransferase activity,other molecular function,0.0213067821595928
GO:0016810,red,2,5.78646907170973,98.191063580497,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds,other molecular function,0.0489957276650377
GO:0017040,red,2,5.43176479414346,98.191063580497,ceramidase activity,other molecular function,0.0213067821595928
GO:0030248,red,2,4.30220614061839,98.191063580497,cellulose binding,other molecular function,0.0352528436741845
GO:0030295,red,2,0.854184489471395,98.191063580497,protein kinase activator activity,enzyme regulator activity,0.042149492720218
GO:0030414,red,2,0.854184489471395,98.191063580497,peptidase inhibitor activity,enzyme regulator activity,0.0352528436741845
GO:0030507,red,2,5.02032019008933,98.191063580497,spectrin binding,cytoskeletal activity,0.00822558888542083
GO:0046965,red,2,4.72868916903212,98.191063580497,retinoid X receptor binding,signal transduction activity,0.0352528436741845
GO:0051015,red,2,5.33672891198342,98.191063580497,actin filament binding,cytoskeletal activity,0.0424424371631263
GO:0071933,red,2,4.95980128524347,98.191063580497,Arp2/3 complex binding,NA,0.0283054009772392
GO:0002027,green,4,6.45824604125828,62.7936425061212,regulation of heart rate,other biological processes,0.042149492720218
GO:0010882,green,4,7.91051254009115,62.7936425061212,regulation of cardiac muscle contraction by calcium ion signaling,other biological processes,0.0352528436741845
GO:0055117,green,4,6.80552955105929,62.7936425061212,regulation of cardiac muscle contraction,other biological processes,0.0352528436741845
GO:0086005,green,4,3.98564880848075,62.7936425061212,ventricular cardiac muscle cell action potential,NA,0.0283054009772392
GO:0086014,green,4,3.98564880848075,62.7936425061212,atrial cardiac muscle cell action potential,NA,0.0352528436741845
GO:0086015,green,4,3.90035220279801,62.7936425061212,SA node cell action potential,NA,0.0283054009772392
GO:0086046,green,4,3.54386465283106,62.7936425061212,membrane depolarization during SA node cell action potential,NA,0.0283054009772392
